43546,2010,BSAD,223,24,NH,B24
43547,2010,BSAD,223,25,NH,B24
43584,2010,ESCI,172,21,NH,B33
43586,2010,ESCI,426,20,PS,2045
43599,2010,BSAD,321,12,NH,18
43600,2010,WMNS,303,10,NH,320
43601,2010,WMNS,398,20,BB,305
43604,2010,ENGL,209,0,BB,237
43611,2010,ENGL,271,20,NH,17
43613,2010,ENGL,350,0,NH,17
43620,2010,BIOL,111,11,NH,B33
43621,2010,BIOL,111,12,NH,138
43627,2010,BIOL,112,21,NH,B33
43628,2010,BIOL,112,22,NH,138
43636,2010,BIOL,345,20,AX,23A
43638,2010,BIOL,401,20,BB,250
43640,2010,BIOL,385,20,NH,18
43645,2010,BIOL,425,20,BB,305
43650,2010,HKIN,353,11,OC,207
43651,2010,HKIN,353,12,OC,207
43652,2010,GERM,100,0,IM,201
43653,2010,SPAN,200,12,IM,202
43656,2010,FREN,220,0,IM,201
43661,2010,ART,231,10,AR,0
43662,2010,ART,232,20,AR,0
43682,2010,PHIL,100,13,BB,237
43688,2010,PSCI,210,0,NH,24
43694,2010,PSCI,342,20,AG,105
43701,2010,MUSI,375,10,AQ,102
43705,2010,HNU,482,10,,
43707,2010,INFO,145,10,BB,334
43708,2010,INFO,275,10,BB,334
43714,2010,INFO,446,11,NH,122
43721,2010,PSYC,240,14,BB,337
43722,2010,PSYC,260,16,BB,237
43723,2010,PSYC,360,0,NH,21
43724,2010,WMNS,360,0,NH,21
43725,2010,PSYC,370,12,NH,20
43727,2010,CHEM,321,20,NH,127
43733,2010,CHEM,461,10,NH,127
43743,2010,RELS,210,10,NH,17
43750,2010,RELS,225,12,NH,18
43751,2010,RELS,400,0,NH,118
43752,2010,RELS,255,20,,
43763,2010,CSCI,335,10,NH,127
43767,2010,CSCI,455,20,,
43768,2010,CSCI,467,20,SC,13
43769,2010,CSCI,483,22,NH,118
43773,2010,SOCI,226,12,NH,18
43778,2010,SOCI,312,20,NH,B27
43787,2010,NURS,275,11,,
43798,2010,ART,386,20,AR,0
43827,2010,BSAD,341,13,SC,11
43828,2010,BSAD,323,12,NH,124
43829,2010,BSAD,321,11,NH,B21
43834,2010,BSAD,221,14,NH,B19
43838,2010,BSAD,361,12,NH,21
43839,2010,BSAD,324,22,NH,124
43842,2010,BSAD,457,20,NH,124
43858,2010,CELT,120,0,SC,11
43862,2010,FREN,215,12,IM,113
43863,2010,GERM,200,0,,
43871,2010,ART,141,11,NH,20
43872,2010,ART,142,21,NH,20
43876,2010,SOCI,320,0,AX,124
43877,2010,INFO,135,10,SC,11
43885,2010,INFO,135,26,NH,B23
43888,2010,INFO,375,10,BB,334
43894,2010,HIST,398,20,BB,305
43895,2010,BSAD,424,10,NH,B26
43896,2010,BSAD,425,20,NH,B27
43900,2010,BSAD,416,20,,
43901,2010,BSAD,428,20,NH,B26
43906,2010,BSAD,458,20,BB,250
43907,2010,BSAD,464,10,NH,B24
43909,2010,BSAD,492,20,SC,14
43910,2010,BSAD,494,20,NH,B26
43911,2010,BSAD,223,21,NH,B19
43912,2010,BSAD,223,22,,
43953,2010,NURS,145,10,IM,113
43958,2010,ANTH,360,0,NH,21
43962,2010,SOCI,100,18,NH,118
43982,2010,PHYS,302,10,SC,13
43983,2010,PHYS,323,20,NH,127
43987,2010,PHYS,444,10,BB,250
44011,2010,MATH,112,24,NH,19
44013,2010,ENGR,144,20,NH,B20
44015,2010,PHIL,330,11,NH,20
44017,2010,NURS,260,12,NH,120
44018,2010,NURS,260,11,NH,121
44023,2010,PSYC,260,14,BB,236
44030,2010,EXEL,100,22,NH,20
44031,2010,EXEL,100,21,NH,19
44034,2010,CHEM,100,13,PS,1072
44039,2010,ENGR,227,10,EG,22
44047,2010,ENGR,252,20,,
44069,2010,BIOL,475,10,,
44074,2010,BSAD,101,16,NH,B20
44075,2010,BSAD,102,26,,
44077,2010,NURS,280,20,CA,4
44087,2010,BIOL,111,11,NH,B33
44092,2010,PSCI,499,0,,
44093,2010,ESCI,273,10,NH,18
44095,2010,INFO,496,20,SC,13
44096,2010,ESCI,274,20,PS,1072
44101,2010,INFO,498,0,,
44103,2010,NURS,499,0,,
44104,2010,BIOL,220,12,NH,B20
44113,2010,CHEM,100,11,PS,1072
44114,2010,CHEM,100,12,NH,B21
44116,2010,ENGL,497,0,,
44117,2010,ENGL,498,20,,
44131,2010,SOCI,400,0,,
44132,2010,NURS,330,11,NH,121
44140,2010,CHEM,100,13,PS,1072
44141,2010,NURS,496,0,,
44145,2010,ART,100,19,AR,0
44159,2010,HNU,483,20,,
